sample_id,volume_cm3,surface_area_cm2,bbox_x_mm,bbox_y_mm,bbox_z_mm,triangle_count,overhang_ratio,max_overhang_angle,min_wall_thickness_mm,avg_wall_thickness_mm,complexity_index,aspect_ratio,is_watertight,shell_count,com_offset_ratio,flat_base_area_mm2,intended_use,surface_finish,needs_flexibility,strength_required,budget_priority,outdoor_use,technology,material,layer_height_mm,infill_density_pct,print_speed_mm_s,wall_line_count,cooling_fan_speed_pct,support_density_pct,filament_used_g,estimated_print_time_s,total_layers,source
fe56d2ab,0.6221,4.7979,8.34,12.74,11.31,765,0.4377,35.91,0.55,0.718,7.7121,1.5276,True,1,0.0536,20.8379,functional,standard,False,medium,cost,False,SLA,Resin-Engineering,0.0979,100.0,0.0,0,0.0,19.7949,0.72,2045.8,115,synthetic
b6b57133,3.8183,20.6508,22.28,18.55,19.99,8903,0.3228,31.57,1.008,2.371,5.4083,1.2011,True,1,0.0935,137.7717,decorative,standard,False,medium,cost,False,FDM,PLA,0.2368,17.1196,59.4786,2,103.2779,16.8315,6.64,20091.0,84,synthetic
07056ec2,372.5102,248.1145,94.36,128.48,97.66,123050,0.391,38.24,5.0,19.945,0.6661,1.3616,True,1,0.2403,3479.6101,decorative,fine,True,high,quality,True,FDM,TPU,0.1174,73.1292,27.261,3,72.9782,6.3716,829.52,5477189.3,831,synthetic
17b7b3fa,48.4932,113.6571,73.14,72.09,70.22,48536,0.3228,31.5,7.97,27.618,2.3438,1.0416,True,1,0.2068,1142.3588,decorative,standard,False,high,cost,True,FDM,PETG,0.2176,65.4181,65.958,4,61.276,6.5194,426.85,1164885.1,322,synthetic
97a114a6,42.9595,71.6466,60.84,52.67,30.96,25990,0.2292,21.8,2.461,8.197,1.6678,1.9651,True,2,0.0707,479.6486,functional,fine,False,medium,cost,False,FDM,PETG,0.0975,30.366,36.7851,3,51.9011,17.8518,86.18,421715.8,317,synthetic
adbdac51,5.2882,16.9817,18.94,24.71,22.33,4393,0.6406,54.61,1.084,1.363,3.2113,1.3046,True,1,0.0457,47.0282,decorative,rough,False,high,quality,True,FDM,PETG,0.2596,64.204,78.7338,4,53.7124,21.8263,5.96,13620.9,86,synthetic
0b7d042d,0.5178,5.4092,9.28,11.09,11.21,1061,0.1594,13.31,2.496,3.028,10.4468,1.208,True,1,0.1625,8.9726,prototype,standard,False,high,speed,False,SLA,Resin-Standard,0.1091,100.0,0.0,0,0.0,5.0703,0.57,1928.8,102,synthetic
ec090d2d,8.9784,32.5812,23.43,21.45,43.67,7149,0.6716,53.68,2.718,10.46,3.6289,2.0359,True,1,0.2756,52.8626,prototype,fine,False,low,quality,False,SLA,Resin-Standard,0.0668,100.0,0.0,0,0.0,23.006,9.88,9586.0,653,synthetic
cb8e6f2f,280.5652,501.5532,101.86,109.38,53.94,39270,0.294,26.32,13.507,17.934,1.7877,2.0278,True,1,0.2997,4174.1436,functional,rough,False,medium,quality,False,FDM,PETG,0.2206,37.9151,99.6061,3,64.9222,6.8448,1236.92,2235252.3,244,synthetic
5e800a67,336.5821,393.3164,160.9,152.5,115.42,29052,0.3281,31.21,11.607,34.016,1.1686,1.394,True,1,0.2185,3012.4573,decorative,fine,False,low,cost,False,FDM,PLA,0.1039,11.2857,34.0846,2,94.3833,6.6855,1691.97,8935275.4,1110,synthetic
8aad91b0,6.4534,25.2968,51.83,35.02,32.25,9367,0.7451,65.78,2.599,5.757,3.9199,1.6071,True,1,0.1168,643.1337,prototype,rough,False,high,cost,False,FDM,PLA,0.3377,21.281,82.7422,2,95.049,16.7147,19.25,41878.5,95,synthetic
0a4f8cef,587.9382,894.1569,98.64,105.73,214.51,48710,0.7549,56.08,6.981,27.571,1.5208,2.1747,True,1,0.2657,3464.4408,prototype,standard,False,low,quality,False,FDM,PLA,0.1811,19.1346,62.6856,3,91.6454,12.8875,3154.6,9058339.3,1184,synthetic
2884bfb3,660.0832,574.449,124.5,106.85,107.89,88907,0.4328,42.36,17.911,58.4,0.8703,1.1652,True,2,0.2475,2506.1058,decorative,fine,False,medium,cost,False,FDM,PLA,0.1046,16.1118,44.8371,2,103.5701,14.6944,4252.24,17070767.4,1031,synthetic
4d301a80,1.6559,20.2986,13.39,19.62,14.12,9551,0.2089,15.92,0.462,0.967,12.2583,1.4653,True,1,0.1673,40.9376,prototype,rough,False,high,cost,False,SLA,Resin-Engineering,0.1008,100.0,0.0,0,0.0,11.2361,1.9,2531.2,140,synthetic
99b8057d,9.0877,41.398,27.79,32.11,24.42,8692,0.3817,28.5,2.659,3.836,4.5554,1.3149,False,1,0.1028,263.4176,functional,fine,True,medium,quality,False,FDM,TPU,0.1449,43.2649,31.7505,3,46.9034,18.5746,22.55,127814.2,168,synthetic
facb2ff3,30.6955,71.3226,45.32,41.65,53.93,33767,0.161,15.46,3.7,14.703,2.3236,1.2948,True,1,0.0081,371.7139,functional,standard,False,low,quality,False,FDM,PLA,0.1618,20.2745,61.6135,2,89.9295,8.4882,135.44,395665.6,333,synthetic
83a4aa6a,211.6105,336.4684,96.93,65.59,71.8,60806,0.0946,8.0,16.138,52.689,1.59,1.4778,True,1,0.1451,748.5764,functional,standard,False,low,quality,False,FDM,PLA,0.1431,23.317,66.6134,2,89.7214,1.7815,2241.12,6055870.6,501,synthetic
4a9cc7c6,236.3178,269.7549,97.0,90.56,59.27,108512,0.6576,48.68,14.769,22.34,1.1415,1.6366,True,2,0.002,2572.1213,decorative,fine,False,low,cost,False,SLA,Resin-Standard,0.0692,100.0,0.0,1,0.0,17.1598,259.95,12771.5,856,synthetic
42b5c3e6,52.2863,189.955,84.99,79.04,69.24,61354,0.1734,12.51,3.285,10.976,3.633,1.2275,False,1,0.0282,580.8707,functional,standard,False,high,quality,False,FDM,ABS,0.1689,61.0157,54.2284,3,14.3048,2.4905,240.06,796828.6,409,synthetic
513263ba,12.5053,46.6603,36.29,39.38,19.57,4985,0.4726,35.39,0.569,2.041,3.7312,2.0123,True,2,0.1039,403.4492,functional,standard,False,medium,quality,False,SLA,Resin-Engineering,0.109,100.0,0.0,0,0.0,15.9186,14.38,3383.1,179,synthetic
1e558b79,56.9889,195.4688,53.22,59.13,45.72,32286,0.4848,35.83,7.477,13.342,3.4299,1.2933,True,2,0.028,560.8526,prototype,rough,False,high,quality,False,FDM,PLA,0.2769,17.7288,65.5399,2,96.8957,10.1184,332.15,912236.5,165,synthetic
18ba3bce,827.5491,1013.2157,113.5,112.05,145.89,473990,0.6552,62.89,6.729,17.454,1.2244,1.302,True,1,0.3234,5054.5438,decorative,standard,False,low,cost,False,FDM,PLA,0.1833,10.4059,60.8917,2,104.9097,20.8343,2267.65,6703314.3,795,synthetic
312fc013,4.1485,32.9406,18.59,25.08,31.42,2764,0.7256,57.27,2.472,6.786,7.9404,1.6902,True,1,0.114,123.0468,functional,fine,True,medium,quality,False,FDM,TPU,0.1323,46.6913,25.1739,3,77.5876,22.5236,28.69,205129.3,237,synthetic
325b34c1,12.8694,41.948,41.28,36.48,33.94,2141,0.7767,57.58,4.802,8.699,3.2595,1.2163,True,1,0.1934,570.6921,functional,standard,False,low,cost,False,FDM,PLA,0.2218,21.4666,49.0432,2,92.3044,13.4868,47.65,174872.9,153,synthetic
1aee2392,3.8026,33.15,22.12,23.72,16.05,10799,0.4044,37.03,1.723,6.018,8.7178,1.4779,True,1,0.2519,63.5255,functional,standard,False,medium,cost,False,SLA,Resin-Standard,0.1118,100.0,0.0,0,0.0,24.4105,4.18,2742.7,143,synthetic
37bed64e,16.4766,60.7926,37.46,30.34,27.9,19117,0.6493,58.47,4.791,15.243,3.6896,1.3427,False,1,0.2542,172.7736,functional,standard,False,low,cost,True,FDM,PETG,0.1584,21.8604,57.7627,4,52.1361,21.4897,120.89,376711.1,176,synthetic
246656d0,111.4914,211.6674,59.83,81.26,49.42,98437,0.1583,15.01,14.631,56.962,1.8985,1.6443,True,1,0.2057,668.6541,functional,standard,False,medium,quality,False,FDM,PETG,0.1664,34.2034,57.0765,3,61.1198,1.6731,1565.14,4935922.2,296,synthetic
7f45d5d8,3.1098,16.8981,24.83,19.38,26.18,4847,0.6137,47.43,0.526,1.882,5.4338,1.3509,True,4,0.3415,155.6455,functional,standard,False,medium,cost,False,SLA,Resin-Engineering,0.0945,100.0,0.0,0,0.0,19.998,3.58,4833.6,277,synthetic
5c81f22b,972.5419,688.8771,190.58,171.97,243.53,101465,0.0245,2.26,7.415,19.996,0.7083,1.4161,True,1,0.2435,4110.5991,prototype,standard,False,high,cost,False,FDM,PLA,0.2356,25.3452,63.9121,2,95.1567,0.0,1922.03,5413141.7,1033,synthetic
fe71a33d,13.8368,58.3325,41.27,36.19,38.45,21198,0.6789,66.61,1.411,3.17,4.2158,1.1404,True,1,0.0167,312.3091,functional,rough,False,high,quality,True,FDM,PETG,0.2251,85.0408,91.2172,4,59.0932,24.2781,33.94,66983.8,170,synthetic
b7a5ea59,4.461,22.1833,24.08,23.2,33.24,9181,0.728,66.47,2.049,5.345,4.9727,1.4328,True,1,0.1211,87.4551,functional,fine,False,medium,quality,True,SLA,Resin-Standard,0.0514,100.0,0.0,0,0.0,16.1043,4.91,8488.4,646,synthetic
5134df88,1.5066,17.6937,28.78,20.09,16.99,1898,0.6679,61.73,2.942,7.344,11.7439,1.6939,True,1,0.1327,226.9706,functional,standard,False,low,speed,False,SLA,Resin-Standard,0.0832,100.0,0.0,1,0.0,23.2807,1.66,3329.3,204,synthetic
d8ac5bed,209.8236,485.9632,87.65,96.32,83.24,86792,0.4237,38.25,9.341,20.931,2.3161,1.1571,True,1,0.2715,2765.8264,decorative,standard,False,low,quality,False,FDM,PLA,0.2101,15.5605,61.6675,2,88.9686,11.3643,1289.63,3764274.9,396,synthetic
b4602fa9,61.3086,190.2341,55.94,44.05,65.4,46548,0.1909,13.82,0.645,2.011,3.1029,1.4847,False,1,0.2907,316.6254,prototype,fine,False,high,cost,False,SLA,Resin-Standard,0.0475,100.0,0.0,0,0.0,8.4522,67.44,17544.0,1376,synthetic
86d91666,829.1961,555.2681,214.16,173.04,203.58,81597,0.5492,40.8,4.749,18.911,0.6696,1.2376,True,1,0.1538,14038.6414,decorative,rough,True,low,quality,False,FDM,TPU,0.2901,11.1895,28.8945,2,63.8809,12.4566,1349.17,8404727.0,701,synthetic
a17e52d4,245.6022,514.7557,101.82,78.17,80.42,139791,0.3483,32.51,1.881,5.911,2.0959,1.3025,True,1,0.2731,1499.7157,functional,rough,False,high,quality,False,FDM,ABS,0.2413,57.2865,90.6187,4,12.2103,11.267,418.87,832021.0,333,synthetic
40c40b52,57.5364,174.025,94.33,66.88,83.38,78773,0.3353,32.88,4.748,6.347,3.0246,1.4104,True,2,0.1819,316.9028,prototype,standard,False,high,quality,False,FDM,PETG,0.1539,16.2876,55.6142,2,47.9665,13.4113,148.61,480979.7,541,synthetic
3745778a,884.5528,1311.3867,120.23,108.74,150.54,498860,0.2409,22.43,18.314,72.524,1.4825,1.3844,True,1,0.1391,748.9666,functional,rough,False,medium,cost,False,FDM,PETG,0.2587,38.8482,98.96,3,72.3805,5.6962,12384.08,22525609.9,581,synthetic
2a33da38,30.0154,39.6246,64.49,71.59,49.59,12664,0.036,3.46,2.759,6.798,1.3201,1.4436,True,3,0.2377,790.9913,functional,standard,False,high,speed,False,FDM,ABS,0.2799,55.1196,71.2028,4,15.5275,0.0,40.06,101267.7,177,synthetic
88c60d0d,856.366,1332.9105,115.58,124.23,140.83,650789,0.7339,55.52,9.532,15.148,1.5565,1.2185,True,1,0.0325,2852.3722,prototype,standard,False,high,cost,True,FDM,PETG,0.1818,65.8052,55.8503,4,49.2161,11.1976,3065.23,9878930.4,774,synthetic
4bc95e95,245.6605,302.9149,87.95,120.0,155.18,29986,0.5134,49.3,16.65,42.66,1.2331,1.7644,True,4,0.0888,2603.7161,decorative,standard,False,high,quality,False,FDM,PLA,0.1659,17.1468,55.2862,2,100.2739,13.5976,1638.93,5336017.5,935,synthetic
64fed35e,5.7108,29.088,24.57,19.57,32.49,10229,0.4779,38.65,1.298,4.485,5.0935,1.6602,True,1,0.1912,46.1812,functional,standard,False,medium,speed,False,FDM,PETG,0.2379,45.9356,72.7376,3,62.8776,17.4027,18.9,46772.1,136,synthetic
6c855e10,221.2846,224.0358,139.47,101.47,81.38,106047,0.6344,49.33,6.676,17.266,1.0124,1.7138,False,2,0.2157,1835.5461,decorative,rough,False,medium,cost,True,FDM,PETG,0.2501,10.7531,69.2576,4,65.2433,15.4226,512.42,1331763.9,325,synthetic
0c37088d,22.5854,89.1696,40.28,54.56,30.94,41319,0.5206,40.75,7.278,18.039,3.9481,1.7634,True,1,0.215,320.7927,functional,standard,False,high,quality,False,FDM,ABS,0.2042,65.3183,61.8374,3,21.5114,16.6366,178.03,518211.4,151,synthetic
6cc78999,235.6359,511.8484,86.56,113.64,76.21,253551,0.7143,59.86,11.697,42.084,2.1722,1.4911,True,2,0.0379,2111.2421,functional,fine,False,medium,cost,False,FDM,PETG,0.1268,42.7657,29.9575,3,82.9544,10.6143,2825.25,16975521.6,601,synthetic
d2a2b9f9,3.4751,17.1003,19.87,22.27,39.68,7740,0.4783,41.17,2.29,7.718,4.9208,1.997,True,1,0.15,146.1784,prototype,standard,False,medium,cost,False,FDM,PLA,0.2243,22.2368,62.7624,3,106.8977,19.2905,17.04,48859.4,176,synthetic
3949d833,9.8236,23.1966,27.84,32.26,41.22,5210,0.4803,35.75,1.441,3.215,2.3613,1.4806,True,1,0.0325,129.3001,decorative,fine,False,medium,quality,False,SLA,Resin-Standard,0.0603,100.0,0.0,0,0.0,19.663,10.81,9582.5,683,synthetic
755b0d5c,45.8378,144.7836,48.53,54.35,67.02,35559,0.1889,17.41,4.61,12.477,3.1586,1.381,True,1,0.2603,952.9486,prototype,standard,False,medium,cost,False,FDM,PLA,0.2535,21.8079,67.8563,2,90.3616,4.6119,232.68,617217.8,264,synthetic
21418b5d,11.882,58.2777,31.34,29.81,25.88,24335,0.215,18.86,6.558,21.695,4.9047,1.211,True,1,0.2542,118.8581,functional,fine,True,low,cost,False,FDM,TPU,0.1041,24.3829,36.715,2,46.2966,11.0375,155.44,762056.7,248,synthetic
c143dc30,885.589,435.7867,110.46,109.87,139.47,84413,0.3024,26.95,11.55,45.312,0.4921,1.2694,True,1,0.2344,1886.5569,prototype,fine,False,high,quality,False,FDM,PETG,0.1079,23.7451,50.7637,2,50.5722,9.9075,2694.73,9555087.5,1292,synthetic
9b924639,1.0201,8.2654,23.94,16.07,23.77,3122,0.3299,28.3,0.846,3.026,8.1024,1.4897,True,1,0.3223,40.118,prototype,standard,False,high,quality,False,SLA,Resin-Standard,0.0883,100.0,0.0,0,0.0,13.8645,1.12,4527.3,269,synthetic
b95894b2,79.1392,84.0602,49.29,56.91,59.56,13379,0.0118,1.01,4.473,5.663,1.0622,1.2084,True,1,0.1289,398.2718,prototype,rough,False,low,speed,False,FDM,PLA,0.3488,22.9407,106.0983,2,92.441,0.0,74.79,126878.6,170,synthetic
3d383fa0,261.3003,202.3476,93.82,111.5,147.45,43164,0.3635,29.07,14.731,24.871,0.7744,1.5716,True,2,0.0533,1927.5055,functional,standard,False,medium,speed,False,FDM,PETG,0.2449,36.809,53.8589,3,57.2016,8.9634,724.64,2421809.4,602,synthetic
45431045,16.9737,80.3309,57.88,61.5,31.33,22165,0.5696,53.99,7.788,11.781,4.7327,1.963,True,1,0.2659,1151.0075,prototype,rough,True,high,quality,False,FDM,TPU,0.2642,23.0895,33.9733,3,55.5547,10.8553,117.83,624303.0,118,synthetic
506ee3e6,71.5145,204.1202,47.41,44.5,82.35,98801,0.5534,44.46,0.555,0.755,2.8543,1.8506,True,1,0.0253,368.9559,decorative,standard,False,medium,quality,False,SLA,Resin-Standard,0.1007,100.0,0.0,0,0.0,16.6231,78.67,14763.2,817,synthetic
4b913350,935.8378,591.5663,183.39,155.83,173.13,70620,0.1408,12.88,12.418,21.386,0.6321,1.1769,True,2,0.2744,9186.2302,functional,fine,False,medium,speed,False,FDM,PETG,0.1148,33.5283,49.2812,2,61.5536,3.4816,1885.65,6887349.2,1508,synthetic
8ba8487f,671.0452,697.8589,104.81,124.39,115.46,330808,0.718,52.73,13.344,31.773,1.04,1.1868,True,1,0.1158,1689.0714,functional,standard,False,high,cost,False,FDM,ABS,0.1973,69.6315,70.4664,3,19.9044,20.8425,2646.16,6759384.4,585,synthetic
018c839b,0.6422,3.0685,12.62,15.25,7.75,165,0.1252,12.21,0.398,0.922,4.7783,1.9677,True,1,0.1013,74.5584,functional,rough,False,medium,speed,False,SLA,Resin-Engineering,0.0951,100.0,0.0,1,0.0,7.2579,0.74,1418.3,81,synthetic
cf7d33dc,776.2062,408.6829,153.82,159.68,85.03,138003,0.0871,6.96,5.396,14.481,0.5265,1.8779,True,1,0.0488,6171.4393,prototype,rough,False,low,cost,False,FDM,PLA,0.2785,18.0801,83.8414,3,97.4722,0.4515,855.66,1837032.3,305,synthetic
e37c8820,17.853,39.046,31.81,29.03,49.25,17399,0.3502,26.67,6.083,20.621,2.1871,1.6965,True,1,0.0963,133.3282,functional,standard,False,low,cost,False,FDM,PLA,0.2136,30.2661,66.8639,2,92.1158,13.7276,104.53,281401.0,230,synthetic
4332e576,58.42,111.9385,58.38,43.98,54.16,38130,0.4175,34.72,4.665,8.385,1.9161,1.3274,False,1,0.2083,844.9996,functional,standard,False,high,cost,False,FDM,ABS,0.1995,84.018,72.6847,2,22.9707,16.4635,133.35,330228.4,271,synthetic
f91b8325,3.9418,21.8467,34.7,33.33,24.74,1251,0.7797,59.32,2.491,5.259,5.5423,1.4026,True,1,0.2255,238.4529,prototype,rough,False,high,quality,False,FDM,PLA,0.2789,23.8297,72.835,3,104.4998,17.0112,15.06,37223.1,88,synthetic
87fb9211,0.6849,11.4102,15.64,17.14,20.44,917,0.2494,18.94,1.659,3.149,16.6601,1.3069,True,1,0.0909,92.2827,prototype,fine,False,medium,cost,False,SLA,Resin-Standard,0.0714,100.0,0.0,0,0.0,17.043,0.75,4330.0,286,synthetic
da0f8e27,5.6177,42.1935,23.24,23.01,54.61,2925,0.1994,18.36,1.672,2.691,7.5108,2.3733,False,1,0.348,101.2142,decorative,standard,False,high,speed,False,SLA,Resin-Standard,0.0851,100.0,0.0,0,0.0,6.7465,6.18,10582.9,641,synthetic
eb5c4398,259.9968,356.6607,80.92,88.83,176.24,116505,0.3867,36.27,18.914,33.75,1.3718,2.178,False,1,0.2358,1111.3071,functional,rough,False,medium,cost,False,FDM,PETG,0.2267,34.9279,86.4202,3,62.3105,10.0131,1609.47,3352275.2,777,synthetic
d954990f,88.4787,93.177,50.42,63.24,75.06,45811,0.5911,57.33,1.652,4.301,1.0531,1.4887,True,1,0.0299,615.6116,prototype,standard,False,high,speed,False,FDM,PETG,0.1796,14.2345,61.8586,4,64.7522,10.8414,62.09,180680.0,417,synthetic
c4df6f81,68.2015,227.296,53.51,44.08,60.44,95869,0.5519,40.7,2.303,8.574,3.3327,1.3711,True,2,0.0034,220.1995,functional,rough,False,high,speed,False,FDM,ABS,0.3077,74.2322,88.766,3,26.4831,15.3844,239.54,485731.4,196,synthetic
75a27200,27.8575,39.2209,44.58,49.09,74.03,2008,0.2518,19.38,3.278,5.219,1.4079,1.6606,True,1,0.2948,234.8817,prototype,rough,False,medium,cost,False,FDM,PLA,0.2832,21.1828,97.39,3,95.6518,12.9764,30.5,56378.9,261,synthetic
65ae4172,10.4929,31.1058,52.44,33.93,44.29,9016,0.3042,25.03,4.904,7.557,2.9645,1.5455,True,1,0.2668,522.0569,prototype,standard,False,low,quality,False,FDM,PLA,0.1499,24.4202,56.1221,2,102.1962,13.2988,31.37,100620.5,295,synthetic
deddf0b4,69.9076,153.8566,66.7,67.74,114.77,74460,0.7466,54.6,6.241,8.152,2.2009,1.7207,True,3,0.2679,263.8326,decorative,rough,True,low,cost,False,FDM,TPU,0.3259,15.2298,30.5208,3,56.8268,16.4346,160.78,948223.3,352,synthetic
632e2801,304.6989,315.5374,105.51,108.04,215.65,130310,0.6498,54.99,14.305,20.901,1.0356,2.0439,True,1,0.1527,3151.1305,prototype,fine,False,low,speed,True,FDM,PLA,0.1405,18.2129,47.5314,4,101.5892,14.6766,865.96,3279346.2,1534,synthetic
fb72b6f3,0.8652,12.098,10.69,12.27,22.32,1831,0.0542,4.74,0.916,1.56,13.9825,2.0879,True,1,0.1868,33.066,prototype,standard,False,medium,cost,False,SLA,Resin-Standard,0.0991,100.0,0.0,0,0.0,7.4089,0.95,4029.8,225,synthetic
0c195890,0.5579,3.5402,17.84,17.43,14.13,453,0.3171,26.46,2.86,7.07,6.3457,1.2626,True,1,0.2002,32.9988,functional,standard,False,medium,cost,False,SLA,Resin-Standard,0.1156,100.0,0.0,0,0.0,17.0545,0.61,2386.3,122,synthetic
9f608179,5.3393,32.605,23.75,24.7,26.68,7909,0.7845,70.77,0.643,1.606,6.1066,1.1234,False,3,0.1751,209.767,functional,standard,True,high,quality,False,FDM,TPU,0.2067,51.1667,23.1977,4,71.6916,20.7902,8.65,67118.4,129,synthetic
ba3ba500,0.9861,5.831,19.88,15.91,24.82,725,0.2486,22.3,2.77,7.407,5.913,1.56,False,1,0.0971,30.9561,decorative,rough,False,high,quality,False,FDM,PLA,0.2501,18.3367,80.9863,2,105.0311,15.7539,5.51,12252.2,99,synthetic
8661b179,0.5865,6.0862,13.25,10.52,13.49,1359,0.0533,4.55,1.679,6.202,10.3779,1.2823,True,1,0.2134,29.3514,functional,standard,False,high,cost,False,SLA,Resin-Engineering,0.0852,100.0,0.0,0,0.0,6.3465,0.67,2610.2,158,synthetic
22dee020,0.8876,13.7842,13.87,12.86,12.31,5064,0.492,40.97,1.143,3.686,15.5305,1.1267,True,1,0.0208,29.7515,functional,rough,False,low,speed,True,SLA,Resin-Standard,0.101,100.0,0.0,0,0.0,20.065,0.98,2190.1,121,synthetic
109cc342,156.0478,251.8763,67.45,89.92,91.47,109522,0.2167,17.6,14.715,52.043,1.6141,1.3561,True,1,0.2905,2374.7754,prototype,rough,False,high,quality,True,FDM,PETG,0.229,63.5003,92.2254,4,55.4902,15.5087,1752.86,3421123.7,399,synthetic
99455b45,61.5697,196.9202,62.99,45.51,44.34,53364,0.3258,28.79,5.733,10.179,3.1983,1.4206,True,3,0.0256,682.8201,prototype,standard,False,medium,cost,False,FDM,PLA,0.1977,20.2113,60.6998,2,90.2706,13.0267,259.35,769089.8,224,synthetic
6bd8c165,7.1886,33.4651,31.35,25.55,20.03,14802,0.5137,45.68,0.436,0.973,4.6553,1.5652,True,1,0.3135,306.2181,decorative,standard,False,low,speed,False,SLA,Resin-Engineering,0.1071,100.0,0.0,0,0.0,20.9879,8.27,3498.8,187,synthetic
41caea61,117.5416,160.9813,83.93,66.24,47.44,63416,0.5819,53.42,3.268,5.164,1.3696,1.7692,True,1,0.2639,1960.2118,decorative,rough,True,high,quality,False,FDM,TPU,0.2626,12.0128,32.8466,2,72.113,11.4494,112.55,616764.5,180,synthetic
9fd3f1fa,955.075,1183.6754,148.34,152.59,100.14,189271,0.7607,71.68,17.726,47.483,1.2394,1.5238,True,1,0.3376,6986.2212,prototype,fine,False,low,cost,False,FDM,PLA,0.1266,25.3981,41.001,3,102.7091,18.8729,7179.9,31520763.0,790,synthetic
e0ecc6e0,93.4103,142.8352,80.57,51.21,52.01,33755,0.2666,19.39,1.049,1.486,1.5291,1.5733,True,3,0.1781,479.0986,functional,rough,True,medium,cost,True,FDM,TPU,0.2498,33.7434,39.7727,3,52.0107,14.3702,52.38,237056.7,208,synthetic
64866903,2.3115,23.4878,22.68,16.11,21.34,7044,0.004,0.31,0.57,1.562,10.1614,1.4078,True,1,0.1653,117.4545,functional,standard,False,high,quality,False,SLA,Resin-Engineering,0.115,100.0,0.0,0,0.0,0.0,2.66,3607.5,185,synthetic
1efd86e5,1829.0703,1704.2935,191.62,199.08,178.31,96200,0.7695,63.45,12.566,30.771,0.9318,1.1165,True,1,0.1366,14806.288,functional,fine,False,low,cost,False,FDM,PLA,0.1054,27.3975,40.5778,3,103.6845,10.0319,6937.88,30775905.9,1691,synthetic
8d9bc7c9,839.0342,1044.0409,126.58,146.99,101.77,357159,0.0248,2.34,13.761,42.415,1.2443,1.4443,True,2,0.2896,1435.1378,functional,rough,False,high,cost,False,FDM,ABS,0.3554,65.9901,71.9209,3,23.3198,0.0,5008.51,12535046.5,286,synthetic
549abfa5,12.1619,71.6515,31.11,27.95,36.3,33835,0.5654,54.62,2.591,9.17,5.8915,1.2987,True,1,0.0301,190.3096,prototype,fine,False,high,quality,False,SLA,Resin-Standard,0.06,100.0,0.0,0,0.0,24.1283,13.38,8470.0,605,synthetic
2e54a013,1146.7255,1067.2519,175.94,174.04,79.17,174296,0.1905,14.34,16.327,34.646,0.9307,2.2223,True,1,0.2619,11011.0965,functional,standard,False,low,speed,False,FDM,PLA,0.1949,23.7931,69.5622,3,97.2457,2.3073,4821.85,12477082.3,406,synthetic
e2d24cac,6.0253,33.5719,22.05,21.87,27.46,10083,0.454,40.92,2.63,5.764,5.5718,1.2556,True,1,0.1405,183.9902,prototype,standard,False,high,cost,False,FDM,PLA,0.1762,18.8849,69.582,2,98.7094,22.1097,24.98,64627.2,155,synthetic
40b52508,31.8766,98.2882,38.52,57.35,36.44,25833,0.041,3.15,3.143,7.338,3.0834,1.5738,True,2,0.0835,283.7781,decorative,standard,False,medium,quality,False,FDM,PLA,0.133,18.7849,62.331,2,96.2198,0.0,94.63,273276.8,273,synthetic
a8adb4c4,298.7553,181.3072,122.99,89.91,77.71,85352,0.382,29.56,19.314,40.545,0.6069,1.5827,True,3,0.0313,3952.5811,decorative,standard,False,high,speed,True,FDM,PETG,0.2693,85.9634,57.4571,4,71.966,16.0323,1161.9,3639977.1,288,synthetic
5b4e0dd6,230.8743,327.9321,76.81,111.94,73.2,136306,0.0793,5.74,18.683,60.889,1.4204,1.5292,True,1,0.026,1656.2397,prototype,fine,False,high,cost,True,FDM,PETG,0.1574,64.9928,34.627,4,73.3067,0.5523,2669.26,13875511.9,465,synthetic
588b38bd,10.4704,53.1707,21.06,30.12,33.6,11774,0.6707,56.59,7.54,28.791,5.0782,1.5954,True,1,0.2866,61.9944,prototype,standard,False,high,cost,False,FDM,PLA,0.2306,24.6092,47.5798,3,95.7289,20.614,192.06,726587.3,145,synthetic
cadd32a7,38.4468,103.0072,61.04,53.3,87.9,50430,0.7056,58.08,7.852,11.154,2.6792,1.6492,False,1,0.1479,888.9517,functional,fine,False,high,speed,False,FDM,ABS,0.1365,52.5746,41.364,3,21.6168,9.8306,134.21,584008.9,643,synthetic
46937621,35.3013,116.2518,51.88,50.09,33.14,12551,0.1664,12.19,2.074,2.551,3.2931,1.5655,True,1,0.1128,927.6982,functional,standard,False,high,cost,False,FDM,ABS,0.1582,73.6066,56.3016,4,10.0497,1.0944,49.76,159081.2,209,synthetic
f61427c9,529.9218,736.0635,80.43,92.28,143.97,246181,0.6141,51.51,18.196,40.048,1.389,1.79,True,1,0.2163,2141.0546,prototype,fine,False,high,cost,True,FDM,PETG,0.1331,66.1234,51.433,4,56.4496,20.6841,4055.2,14191968.4,1081,synthetic
4dc663b7,29.5888,64.9475,45.46,57.0,30.93,31303,0.5891,45.71,7.35,19.074,2.195,1.8429,False,1,0.1171,222.4793,prototype,fine,True,medium,speed,False,FDM,TPU,0.1694,17.5308,43.6781,3,50.6194,16.0689,154.29,635835.5,182,synthetic
c72a51a4,8.1548,26.358,38.96,36.41,42.05,1899,0.3176,27.87,1.551,5.753,3.2322,1.1549,True,1,0.164,295.8299,prototype,fine,False,medium,speed,True,FDM,PETG,0.1813,20.9577,51.312,4,71.3515,10.3875,20.78,72885.8,231,synthetic
